Time [s],Packet ID,MOSI,MISO
92.939852000000002,,0x00,0x00
92.941134000000005,,0x00,0x00
92.942415999999994,,0x00,0x00
92.943697000000000,,0x00,0x00
92.945040000000006,,0x00,0x00
92.946382999999997,,0x00,0x00
92.947665000000001,,0x00,0x00
92.948947000000004,,0x00,0x00
92.950227999999996,,0x00,0x00
92.951509999999999,,0x00,0x00
92.952792000000002,,0x00,0x00
92.954072999999994,,0x00,0x00
92.955354999999997,,0x00,0x00
92.956637000000001,,0x00,0x00
92.957919000000004,,0x00,0x00
92.959260999999998,,0x00,0x00
92.960604000000004,,0x00,0x00
92.961886000000007,,0x00,0x00
92.963167999999996,,0x00,0x00
92.964449000000002,,0x00,0x00
92.965731000000005,,0x00,0x00
92.967012999999994,,0x00,0x00
92.968294999999998,,0x00,0x00
92.969576000000004,,0x00,0x00
92.970858000000007,,0x00,0x00
92.972139999999996,,0x00,0x00
92.973421999999999,,0x00,0x00
92.974763999999993,,0x00,0x00
92.976106999999999,,0x00,0x00
92.977389000000002,,0x00,0x00
92.978671000000006,,0x00,0x00
92.979951999999997,,0x00,0x00
92.981234000000001,,0x00,0x00
92.982516000000004,,0x00,0x00
92.983797999999993,,0x00,0x00
92.985078999999999,,0x00,0x00
92.986361000000002,,0x00,0x00
92.987643000000006,,0x00,0x00
92.988985999999997,,0x00,0x00
92.990328000000005,,0x00,0x00
92.991609999999994,,0x00,0x00
92.992891999999998,,0x00,0x00
92.994174000000001,,0x00,0x00
92.995455000000007,,0x00,0x00
92.996736999999996,,0x00,0x00
92.998018999999999,,0x00,0x00
92.999301000000003,,0x00,0x00
93.000581999999994,,0x00,0x00
93.001863999999998,,0x00,0x00
93.003146000000001,,0x00,0x00
93.004489000000007,,0x00,0x00
93.005831000000001,,0x00,0x00
93.007113000000004,,0x00,0x00
93.008394999999993,,0x00,0x00
93.009676999999996,,0x00,0x00
93.010958000000002,,0x00,0x00
93.012240000000006,,0x00,0x00
93.013521999999995,,0x00,0x00
93.014803000000001,,0x00,0x00
93.016085000000004,,0x00,0x00
93.017366999999993,,0x00,0x00
93.018709999999999,,0x00,0x00
93.020053000000004,,0x00,0x00
93.021333999999996,,0x00,0x00
93.022615999999999,,0x00,0x00
93.023898000000003,,0x00,0x00
93.025178999999994,,0x00,0x00
93.026460999999998,,0x00,0x00
93.027743000000001,,0x00,0x00
93.029025000000004,,0x00,0x00
93.030305999999996,,0x00,0x00
93.031587999999999,,0x00,0x00
93.032870000000003,,0x00,0x00
93.034212999999994,,0x00,0x00
93.035555000000002,,0x00,0x00
93.036837000000006,,0x00,0x00
93.038118999999995,,0x00,0x00
93.039400999999998,,0x00,0x00
93.040682000000004,,0x00,0x00
93.041963999999993,,0x00,0x00
93.043245999999996,,0x00,0x00
93.044528000000000,,0x00,0x00
93.045809000000006,,0x00,0x00
104.802959000000001,,0x00,0x00
104.819377000000003,,0x00,0x6F
104.836100999999999,,0xFE,0x6F
104.852885000000001,,0x7E,0x6F
104.869608999999997,,0xFE,0x6F
104.886332999999993,,0xFE,0x6F
104.905558999999997,,0xFE,0x6F
104.919841000000005,,0xFE,0x6F
104.936565000000002,,0xFE,0x6F
104.953349000000003,,0xFE,0x6F
104.970072999999999,,0xFE,0x6F
104.987162999999995,,0xFF,0x6F
105.003519999999995,,0xFE,0x6F
105.020304999999993,,0xFF,0x6F
105.037029000000004,,0xFE,0x6F
105.053752000000003,,0xFE,0x6F
105.070537000000002,,0xFF,0x6F
105.088358999999997,,0xFE,0x6F
105.104044999999999,,0xFE,0x6F
105.120952000000003,,0xFF,0x6F
105.137553999999994,,0xFE,0x6F
105.154276999999993,,0xFE,0x6F
105.171001000000004,,0xFF,0x6F
105.188213000000005,,0xFE,0x6F
105.204570000000004,,0xFE,0x6F
105.221232999999998,,0xFE,0x6F
105.238016999999999,,0x7E,0x6F
105.254801999999998,,0xFE,0x6F
105.272563000000005,,0xFE,0x6F
105.288309999999996,,0x7E,0x6F
105.304973000000004,,0xFE,0x6F
105.321758000000003,,0xFE,0x6F
105.338481000000002,,0xFE,0x6F
105.355204999999998,,0xFE,0x6F
105.372355999999996,,0xFF,0x6F
105.388773999999998,,0xFE,0x6F
105.405437000000006,,0xFE,0x6F
105.422161000000003,,0xFE,0x6F
105.438884000000002,,0xFE,0x6F
105.455791000000005,,0xFE,0x6F
105.473308000000003,,0xFE,0x6F
105.489115999999996,,0xFE,0x6F
105.505900999999994,,0xFF,0x6F
105.522685999999993,,0xFE,0x6F
105.539409000000006,,0xFE,0x6F
105.556438000000000,,0xFE,0x6F
105.572856999999999,,0xFE,0x6F
105.589641000000000,,0xFE,0x6F
105.606303999999994,,0xFF,0x6F
105.623149999999995,,0xFE,0x6F
105.639812000000006,,0xFE,0x6F
105.658671999999996,,0xFE,0x6F
105.673259000000002,,0x7E,0x6F
105.690044000000000,,0xFE,0x6F
105.706767999999997,,0xFE,0x6F
105.723551999999998,,0x7E,0x6F
105.740581000000006,,0xFE,0x6F
105.757000000000005,,0xFE,0x6F
105.773723000000004,,0xFE,0x6F
105.790569000000005,,0xFE,0x6F
105.807231999999999,,0xFE,0x6F
105.823954999999998,,0xFE,0x6F
105.842510000000004,,0xFE,0x6F
105.857524999999995,,0xFE,0x6F
105.874187000000006,,0xFE,0x6F
105.890911000000003,,0xFF,0x6F
105.907696000000001,,0xFE,0x6F
105.924480000000003,,0xFE,0x6F
105.941508999999996,,0xFE,0x6F
105.957927999999995,,0xFE,0x6F
105.974650999999994,,0xFE,0x6F
105.991435999999993,,0xFF,0x6F
106.008160000000004,,0xFE,0x6F
106.026531000000006,,0xFE,0x6F
106.041606999999999,,0xFF,0x6F
106.058453000000000,,0xFE,0x6F
106.075114999999997,,0xFE,0x6F
106.091838999999993,,0xFE,0x6F
106.108562000000006,,0x7E,0x6F
106.125774000000007,,0xFE,0x6F
106.142071000000001,,0xFE,0x6F
106.158794000000000,,0xFE,0x6F
106.175578999999999,,0xFE,0x6F
106.192363999999998,,0xFE,0x6F
106.209025999999994,,0xFE,0x6F
106.228497000000004,,0xFE,0x6F
106.242535000000004,,0xFE,0x6F
106.259258000000003,,0xFE,0x6F
106.276043000000001,,0xFE,0x6F
106.292766999999998,,0xFE,0x6F
106.309856999999994,,0xFE,0x6F
106.326213999999993,,0xFF,0x6F
106.342999000000006,,0xFE,0x6F
106.359722000000005,,0xFE,0x6F
106.376446000000001,,0xFF,0x6F
106.393169999999998,,0xFE,0x6F
106.410870000000003,,0xFE,0x6F
106.426677999999995,,0xFF,0x6F
106.443523999999996,,0xFE,0x6F
106.460185999999993,,0xFE,0x6F
106.476971000000006,,0xFF,0x6F
106.494122000000004,,0xFE,0x6F
106.510479000000004,,0xFE,0x6F
106.527203000000000,,0xFF,0x6F
106.543925999999999,,0x7E,0x6F
106.560649999999995,,0xFE,0x6F
106.577556999999999,,0xFF,0x6F
106.595196000000001,,0xFE,0x6F
106.610882000000004,,0xFE,0x6F
106.627667000000002,,0xFE,0x6F
106.644451000000004,,0x7E,0x6F
106.661175000000000,,0xFE,0x6F
106.677898999999996,,0xFE,0x6F
106.694989000000007,,0xFE,0x6F
106.711406999999994,,0xFE,0x6F
106.728070000000002,,0xFE,0x6F
106.744915000000006,,0xFE,0x6F
106.761578000000000,,0xFF,0x6F
106.780804000000003,,0xFE,0x6F
106.795024999999995,,0xFE,0x6F
106.811749000000006,,0xFF,0x6F
106.828534000000005,,0xFE,0x6F
106.845257000000004,,0xFE,0x6F
106.861981000000000,,0xFF,0x6F
106.879070999999996,,0xFE,0x6F
106.895488999999998,,0xFE,0x6F
106.912212999999994,,0xFE,0x6F
106.928935999999993,,0x7E,0x6F
106.945721000000006,,0xFE,0x6F
106.962506000000005,,0xFE,0x6F
106.981731999999994,,0xFF,0x6F
106.995953000000000,,0xFE,0x6F
107.012676999999996,,0xFE,0x6F
107.029399999999995,,0xFE,0x6F
107.046184999999994,,0xFE,0x6F
107.063275000000004,,0xFF,0x6F
107.079632000000004,,0xFE,0x6F
107.096417000000002,,0xFE,0x6F
107.113140999999999,,0xFE,0x6F
107.129863999999998,,0xFE,0x6F
107.146648999999996,,0xFF,0x6F
107.165752999999995,,0xFE,0x6F
107.180096000000006,,0xFE,0x6F
107.196820000000002,,0xFF,0x6F
107.213605000000001,,0xFE,0x6F
107.230328000000000,,0xFE,0x6F
107.247417999999996,,0xFE,0x6F
107.263836999999995,,0xFE,0x6F
107.280559999999994,,0xFE,0x6F
107.297284000000005,,0xFF,0x6F
107.314069000000003,,0xFE,0x6F
107.330792000000002,,0xFE,0x6F
107.350139999999996,,0xFE,0x6F
107.364300000000000,,0x7E,0x6F
107.381023999999996,,0xFE,0x6F
107.397748000000007,,0xFE,0x6F
107.414471000000006,,0xFE,0x6F
107.431256000000005,,0xFE,0x6F
107.448346000000001,,0xFF,0x6F
107.464703000000000,,0xFE,0x6F
107.481487999999999,,0xFE,0x6F
107.498211999999995,,0xFE,0x6F
107.514934999999994,,0xFE,0x6F
107.534222000000000,,0x7E,0x6F
107.548444000000003,,0xFE,0x6F
107.565167000000002,,0xFE,0x6F
107.581952000000001,,0xFF,0x6F
107.598675999999998,,0xFE,0x6F
107.615398999999996,,0xFE,0x6F
107.632489000000007,,0xFE,0x6F
107.648908000000006,,0xFE,0x6F
107.665631000000005,,0xFE,0x6F
107.682416000000003,,0xFF,0x6F
107.699140000000000,,0xFE,0x6F
107.715862999999999,,0xFE,0x6F
107.735150000000004,,0xFE,0x6F
107.749371999999994,,0xFE,0x6F
107.766095000000007,,0xFE,0x6F
107.782819000000003,,0xFE,0x6F
107.799603000000005,,0x7E,0x6F
107.816693000000001,,0xFE,0x6F
107.833050999999998,,0xFE,0x6F
107.849834999999999,,0x7E,0x6F
107.866558999999995,,0xFE,0x6F
107.883283000000006,,0xFE,0x6F
107.900067000000007,,0xFE,0x6F
107.918560999999997,,0xFE,0x6F
107.933576000000002,,0xFE,0x6F
107.950360000000003,,0xFE,0x6F
107.967022999999998,,0xFE,0x6F
107.983807999999996,,0xFE,0x6F
108.001569000000003,,0xFF,0x6F
108.017315999999994,,0xFE,0x6F
108.033979000000002,,0xFE,0x6F
108.050763000000003,,0xFE,0x6F
108.067487000000000,,0xFF,0x6F
108.084333000000001,,0xFE,0x6F
108.102765000000005,,0xFE,0x6F
108.117718999999994,,0xFF,0x6F
108.134443000000005,,0xFE,0x6F
108.151287999999994,,0xFE,0x6F
108.167951000000002,,0xFF,0x6F
108.184674999999999,,0xFE,0x6F
108.202496999999994,,0xFE,0x6F
108.218243999999999,,0xFF,0x6F
108.234905999999995,,0x7E,0x6F
108.251690999999994,,0xFE,0x6F
108.268415000000005,,0xFE,0x6F
108.287030999999999,,0xFE,0x6F
108.301862000000000,,0xFE,0x6F
108.318646999999999,,0xFE,0x6F
108.335369999999998,,0xFE,0x6F
108.352215999999999,,0xFE,0x6F
108.368879000000007,,0xFE,0x6F
108.385969000000003,,0xFE,0x6F
108.402326000000002,,0xFE,0x6F
108.419172000000003,,0xFE,0x6F
108.435834000000000,,0xFE,0x6F
108.452557999999996,,0xFF,0x6F
108.469342999999995,,0xFE,0x6F
108.487958000000006,,0xFE,0x6F
108.502790000000005,,0xFF,0x6F
108.519514000000001,,0xFE,0x6F
108.536298000000002,,0xFE,0x6F
108.553083000000001,,0xFF,0x6F
108.570111999999995,,0xFE,0x6F
108.586529999999996,,0xFE,0x6F
108.603254000000007,,0xFF,0x6F
108.620039000000006,,0xFE,0x6F
108.636762000000004,,0xFE,0x6F
108.653486000000001,,0xFE,0x6F
108.671125000000004,,0xFF,0x6F
108.687055000000001,,0xFE,0x6F
108.703717999999995,,0xFE,0x6F
108.720501999999996,,0x7E,0x6F
108.737226000000007,,0xFE,0x6F
108.754437999999993,,0xFE,0x6F
108.770734000000004,,0xFE,0x6F
108.787458000000001,,0xFE,0x6F
108.804181999999997,,0xFE,0x6F
108.821027000000001,,0xFE,0x6F
108.837750999999997,,0xFE,0x6F
108.855328999999998,,0xFE,0x6F
108.871137000000004,,0xFE,0x6F
108.887983000000006,,0xFE,0x6F
108.904646000000000,,0xFE,0x6F
108.921430000000001,,0xFE,0x6F
108.938153999999997,,0xFF,0x6F
108.955304999999996,,0xFF,0x6F
108.971601000000007,,0xFE,0x6F
108.988386000000006,,0xFF,0x6F
109.005171000000004,,0xFE,0x6F
109.021894000000003,,0xFE,0x6F
109.039533000000006,,0xFE,0x6F
109.055341999999996,,0xFE,0x6F
109.072064999999995,,0xFE,0x6F
109.088971999999998,,0xFF,0x6F
109.105573000000007,,0x7E,0x6F
109.122297000000003,,0xFE,0x6F
109.139386999999999,,0xFF,0x6F
109.155866000000003,,0x7E,0x6F
109.172590000000000,,0xFE,0x6F
109.189252999999994,,0xFE,0x6F
109.206036999999995,,0xFE,0x6F
109.222821999999994,,0xFE,0x6F
109.242170000000002,,0xFE,0x6F
109.256208000000001,,0xFE,0x6F
109.272931999999997,,0xFF,0x6F
109.289716999999996,,0xFE,0x6F
109.306439999999995,,0xFE,0x6F
109.323530000000005,,0xFE,0x6F
109.339888000000002,,0xFE,0x6F
109.356672000000003,,0xFE,0x6F
109.373396000000000,,0xFF,0x6F
109.390119999999996,,0xFE,0x6F
109.406903999999997,,0xFE,0x6F
109.424543000000000,,0xFE,0x6F
109.440413000000007,,0xFE,0x6F
109.457136000000006,,0xFE,0x6F
109.474042999999995,,0xFF,0x6F
109.490645000000001,,0xFE,0x6F
109.507733999999999,,0xFE,0x6F
109.524152999999998,,0xFF,0x6F
109.540937999999997,,0xFE,0x6F
109.557660999999996,,0xFE,0x6F
109.574385000000007,,0xFE,0x6F
109.591108000000006,,0x7E,0x6F
109.610579000000001,,0xFE,0x6F
109.624555999999998,,0xFE,0x6F
109.641278999999997,,0xFE,0x6F
109.658002999999994,,0xFF,0x6F
109.674788000000007,,0xFE,0x6F
109.691511000000006,,0xFE,0x6F
109.708601000000002,,0xFE,0x6F
109.725020000000001,,0xFE,0x6F
109.741743000000000,,0xFE,0x6F
109.758466999999996,,0xFF,0x6F
109.775251999999995,,0xFE,0x6F
109.793135000000007,,0xFF,0x6F
109.808760000000007,,0xFF,0x6F
109.825484000000003,,0xFE,0x6F
109.842268000000004,,0xFE,0x6F
109.859114000000005,,0xFF,0x6F
109.875715999999997,,0xFE,0x6F
109.892804999999996,,0xFE,0x6F
109.909223999999995,,0xFF,0x6F
109.926008999999993,,0xFE,0x6F
109.942792999999995,,0xFE,0x6F
109.959456000000003,,0xFE,0x6F
109.976179000000002,,0x7E,0x6F
109.995527999999993,,0xFE,0x6F
110.009626999999995,,0xFE,0x6F
110.026349999999994,,0xFE,0x6F
110.043135000000007,,0xFE,0x6F
110.059859000000003,,0xFE,0x6F
110.076948999999999,,0xFE,0x6F
110.093367000000001,,0xFE,0x6F
110.110090999999997,,0xFE,0x6F
110.126813999999996,,0xFE,0x6F
110.143538000000007,,0xFF,0x6F
110.160323000000005,,0xFE,0x6F
110.178083999999998,,0xFF,0x6F
110.193831000000003,,0xFF,0x6F
110.210616000000002,,0xFE,0x6F
110.227339000000001,,0xFE,0x6F
110.244185000000002,,0xFF,0x6F
110.261152999999993,,0xFE,0x6F
110.277570999999995,,0xFE,0x6F
110.294295000000005,,0xFF,0x6F
110.311080000000004,,0xFE,0x6F
110.327864000000005,,0xFE,0x6F
110.344526999999999,,0xFF,0x6F
110.363874999999993,,0xFF,0x6F
110.377973999999995,,0xFE,0x6F
110.394698000000005,,0xFE,0x6F
110.411421000000004,,0xFE,0x6F
110.428206000000003,,0xFE,0x6F
110.444929999999999,,0xFE,0x6F
110.462019999999995,,0xFE,0x6F
110.478437999999997,,0xFE,0x6F
110.495161999999993,,0xFE,0x6F
110.511885000000007,,0xFE,0x6F
110.528670000000005,,0xFE,0x6F
110.546492000000001,,0xFE,0x6F
110.562239000000005,,0xFE,0x6F
110.578901999999999,,0xFF,0x6F
110.595686999999998,,0xFE,0x6F
110.612409999999997,,0xFE,0x6F
110.629255999999998,,0xFF,0x6F
110.646224000000004,,0xFE,0x6F
110.662642000000005,,0xFE,0x6F
110.679366000000002,,0xFF,0x6F
110.696212000000003,,0xFE,0x6F
110.712935000000002,,0xFE,0x6F
110.729597999999996,,0xFF,0x6F
110.749251000000001,,0xFE,0x6F
110.763045000000005,,0xFE,0x6F
110.779769000000002,,0xFE,0x6F
110.796553000000003,,0x7E,0x6F
110.813276999999999,,0xFE,0x6F
110.830366999999995,,0xFF,0x6F
110.846784999999997,,0xFE,0x6F
110.863508999999993,,0xFE,0x6F
110.880233000000004,,0xFE,0x6F
110.897017000000005,,0xFE,0x6F
110.913741000000002,,0xFE,0x6F
110.933027999999993,,0xFE,0x6F
110.947187999999997,,0xFE,0x6F
110.963972999999996,,0xFF,0x6F
110.980697000000006,,0xFE,0x6F
110.997420000000005,,0xFE,0x6F
111.014571000000004,,0xFE,0x6F
111.030929000000000,,0xFE,0x6F
111.047651999999999,,0xFE,0x6F
111.064436999999998,,0xFF,0x6F
111.081160999999994,,0xFE,0x6F
111.097883999999993,,0xFE,0x6F
111.115706000000003,,0x7E,0x6F
111.131454000000005,,0xFE,0x6F
111.148177000000004,,0xFE,0x6F
111.164901000000000,,0xFF,0x6F
111.181685999999999,,0xFE,0x6F
111.198531000000003,,0xFE,0x6F
111.215498999999994,,0xFE,0x6F
111.231855999999993,,0x7E,0x6F
111.248641000000006,,0xFE,0x6F
111.265426000000005,,0xFE,0x6F
111.282210000000006,,0x7E,0x6F
111.299910999999994,,0xFE,0x6F
111.315596999999997,,0xFE,0x6F
111.332380999999998,,0xFE,0x6F
111.349104999999994,,0xFE,0x6F
111.365889999999993,,0xFE,0x6F
111.382552000000004,,0xFE,0x6F
111.399764000000005,,0xFE,0x6F
111.416060999999999,,0xFE,0x6F
111.432783999999998,,0xFE,0x6F
111.449629999999999,,0xFE,0x6F
111.466353999999995,,0xFE,0x6F
111.483016000000006,,0xFE,0x6F
111.500715999999997,,0x7E,0x6F
111.516525000000001,,0xFE,0x6F
111.533370000000005,,0xFE,0x6F
111.549971999999997,,0xFF,0x6F
111.566756999999996,,0xFE,0x6F
111.583845999999994,,0xFE,0x6F
111.600325999999995,,0xFF,0x6F
111.617050000000006,,0xFE,0x6F
111.633712000000003,,0xFE,0x6F
111.650435999999999,,0xFE,0x6F
111.667281000000003,,0x7E,0x6F
111.685835999999995,,0xFE,0x6F
111.700667999999993,,0xFE,0x6F
111.717391000000006,,0xFE,0x6F
111.734236999999993,,0xFE,0x6F
111.750900000000001,,0xFE,0x6F
111.767989999999998,,0xFE,0x6F
111.784346999999997,,0xFF,0x6F
111.801192999999998,,0xFE,0x6F
111.817854999999994,,0xFE,0x6F
111.834579000000005,,0xFF,0x6F
111.851364000000004,,0xFE,0x6F
111.869917999999998,,0xFE,0x6F
111.884810999999999,,0xFF,0x6F
111.901595999999998,,0xFE,0x6F
111.918318999999997,,0xFE,0x6F
111.935103999999995,,0xFF,0x6F
111.951828000000006,,0xFE,0x6F
111.968917000000005,,0xFE,0x6F
111.985275000000001,,0xFF,0x6F
112.002121000000002,,0xFE,0x6F
112.018782999999999,,0xFE,0x6F
112.035506999999996,,0xFE,0x6F
112.053939000000000,,0xFE,0x6F
112.069075999999995,,0xFE,0x6F
112.085739000000004,,0xFE,0x6F
112.102523000000005,,0x7E,0x6F
112.119247000000001,,0xFE,0x6F
112.136032000000000,,0xFE,0x6F
112.153060999999994,,0xFE,0x6F
112.169478999999995,,0xFE,0x6F
112.186203000000006,,0xFE,0x6F
112.202986999999993,,0xFE,0x6F
112.219711000000004,,0xFE,0x6F
112.236435000000000,,0x6F,0x6F
112.256027000000003,,0xFF,0x6F
112.286606000000006,,0x6F,0x6F
112.303389999999993,,0x7F,0x6F
112.320114000000004,,0x6F,0x6F
112.337204000000000,,0x6F,0x6F
112.353560999999999,,0x7F,0x6F
112.370345999999998,,0x6F,0x6F
112.387068999999997,,0xEF,0x6F
112.403792999999993,,0x77,0x6F
112.420578000000006,,0x6F,0x6F
112.438216999999995,,0x00,0x6F
112.454086000000004,,0x00,0x6F
112.470810000000000,,0x00,0x00
112.487594000000001,,0x00,0x00
112.504256999999996,,0x00,0x00
112.521468999999996,,0x00,0x00
112.537764999999993,,0x00,0x00
112.554489000000004,,0x00,0x00
112.571335000000005,,0x00,0x00
112.588058000000004,,0x00,0x00
112.604720999999998,,0xFF,0x00
128.031121000000013,,0xFE,0x00
128.034721999999988,,0x6F,0x6F
128.051385000000010,,0xFE,0x6F
128.084832000000006,,0x6F,0x6F
128.101617000000005,,0x6F,0x6F
128.120721000000003,,0x6F,0x6F
128.135064000000000,,0x6F,0x6F
128.151848999999999,,0x6F,0x6F
128.168572000000012,,0x7F,0x6F
128.185295999999994,,0x6F,0x6F
128.202080999999993,,0x6F,0x6F
128.218804000000006,,0x7F,0x6F
128.235527999999988,,0x6F,0x6F
128.252251999999999,,0x6F,0x6F
128.268975000000012,,0x00,0x00
128.285760000000010,,0x00,0x00
128.302482999999995,,0x00,0x00
128.319207000000006,,0x00,0x00
128.335930999999988,,0x00,0x00
128.355096000000003,,0x00,0x00
128.369439000000000,,0x00,0x00
128.386163000000010,,0x00,0x00
128.402947000000012,,0x00,0x00
128.453117999999989,,0x00,0x00
128.469902999999988,,0xFF,0x00
128.520135000000010,,0xFE,0x00
128.521417000000014,,0xFD,0xFD
128.522759000000008,,0xFD,0xFD
128.524101999999999,,0xFD,0xFD
128.525384000000003,,0xFF,0xFD
128.526666000000006,,0xFD,0xFD
128.527947000000012,,0xFD,0xFD
128.529228999999987,,0xFD,0xFD
128.530510999999990,,0xFE,0xFD
128.531792999999993,,0xFD,0x1F
128.533073999999999,,0xB8,0xEC
128.534356000000002,,0x9B,0xBB
128.535638000000006,,0x70,0x8B
128.536980999999997,,0x4F,0x5D
128.538322999999991,,0xB0,0x31
128.539604999999995,,0x1B,0x07
128.540886999999998,,0xF7,0xDF
128.542169000000001,,0xDD,0xB9
128.543510999999995,,0xC5,0x95
128.544792999999999,,0xB7,0xFD
128.546075000000002,,0xFE,0xFD
128.547357000000005,,0xFD,0xFD
128.548638000000011,,0xFD,0xFD
128.549919999999986,,0xFD,0xFD
128.551201999999989,,0xFD,0xFD
128.552483999999993,,0xFD,0xFD
128.553764999999999,,0xFD,0xFD
128.555047000000002,,0x99,0xFD
128.556329000000005,,0x84,0x83
128.557611000000009,,0x83,0x91
128.558953000000002,,0xF0,0x80
128.560295999999994,,0x80,0x82
128.561577999999997,,0x93,0x8E
128.562860000000001,,0x87,0x8D
128.564141000000006,,0xB0,0x50
128.565423000000010,,0x8D,0x00
128.566705000000013,,0x80,0x00
128.567986999999988,,0x82,0x00
128.569267999999994,,0x04,0x00
128.570549999999997,,0x26,0x06
128.571832000000001,,0x33,0x31
128.573114000000004,,0x83,0x68
128.574455999999998,,0x6A,0x0E
128.575798999999989,,0xFF,0xB0
128.577080999999993,,0x00,0x80
128.578362999999996,,0x00,0xA5
128.579644000000002,,0x14,0xFF
128.580926000000005,,0x00,0x31
128.582208000000008,,0x1E,0x01
128.583488999999986,,0x00,0x13
128.584770999999989,,0x00,0x2E
128.586052999999993,,0x00,0x00
128.587334999999996,,0x02,0x05
128.588676999999990,,0x7F,0x04
128.590020000000010,,0x00,0xFF
128.591302000000013,,0x00,0x59
128.592583999999988,,0x00,0x58
128.593865999999991,,0x00,0x9D
128.595146999999997,,0xBC,0x99
128.596429000000001,,0x16,0xEA
128.597711000000004,,0x00,0x78
128.598992000000010,,0x03,0x09
128.600274000000013,,0x04,0xB8
128.601555999999988,,0x00,0x07
128.602837999999991,,0xE6,0x67
128.604180000000014,,0x00,0x8A
128.605523000000005,,0xBA,0x68
128.606805000000008,,0x00,0xBD
128.608087000000012,,0xFA,0x67
128.609367999999989,,0x00,0xB4
128.610649999999993,,0xC4,0x67
128.611931999999996,,0x00,0xAF
128.613213999999999,,0x6E,0x67
128.614495000000005,,0x20,0x63
128.615777000000008,,0xDE,0x01
128.617059000000012,,0x23,0x9C
128.618402000000003,,0x00,0x0A
128.619743999999997,,0x00,0x0F
128.621026000000001,,0x00,0x0A
128.622308000000004,,0x0B,0x05
128.623590000000007,,0x00,0x55
128.624871000000013,,0x1E,0x01
128.626152999999988,,0x00,0x13
128.627434999999991,,0x10,0x00
128.628716999999995,,0x00,0xE2
128.629998000000001,,0x0E,0x01
128.631280000000004,,0x00,0x05
128.632562000000007,,0x14,0x00
128.633904999999999,,0x00,0x82
128.635246999999993,,0x0F,0x00
128.636528999999996,,0x3B,0x98
128.637810999999999,,0x01,0x68
128.639093000000003,,0x05,0x00
128.640374000000008,,0x06,0xFD
128.641656000000012,,0x00,0x19
128.642937999999987,,0x14,0x00
128.644219999999990,,0x14,0x17
128.645500999999996,,0x3D,0x17
128.646782999999999,,0x37,0x2D
128.648125999999991,,0x7B,0x18
128.649469000000011,,0x6D,0x56
128.650749999999988,,0x07,0x62
128.652031999999991,,0xEC,0x57
128.653313999999995,,0x78,0xEA
128.654595999999998,,0x09,0x78
128.655877000000004,,0x6E,0x09
128.657159000000007,,0xEE,0x5E
128.658441000000010,,0x67,0xED
128.659721999999988,,0xD0,0x64
128.661003999999991,,0x70,0x3F
128.662285999999995,,0x56,0x64
128.663628999999986,,0x67,0xA0
128.664971000000008,,0xA3,0x64
128.666253000000012,,0x71,0x16
128.667534999999987,,0x2B,0x64
128.668816999999990,,0x68,0x32
128.670097999999996,,0x5D,0x64
128.671379999999999,,0x7B,0x33
128.672662000000003,,0x29,0x76
128.673944000000006,,0x0F,0xE4
128.675225000000012,,0x94,0x1E
128.676506999999987,,0x0A,0x14
128.677850000000007,,0x0F,0x1E
128.679192999999998,,0x55,0x0A
128.680474000000004,,0x81,0x55
128.681756000000007,,0x05,0x00
128.683038000000010,,0x00,0xFD
128.684320000000014,,0xD1,0x00
128.685600999999991,,0x80,0xA1
128.686882999999995,,0x9E,0x00
128.688164999999998,,0x00,0x97
128.689447000000001,,0xC9,0x01
128.690728000000007,,0x00,0x1B
128.692010000000010,,0xC7,0x00
128.693353000000002,,0x83,0xE8
128.694695999999993,,0x01,0x0E
128.695976999999999,,0xB5,0x00
128.697259000000003,,0x4D,0xF9
128.698541000000006,,0x00,0x2A
128.699823000000009,,0x18,0x00
128.701103999999987,,0x18,0x08
128.702385999999990,,0x03,0x03
128.703667999999993,,0x81,0x5A
128.704949999999997,,0x5E,0x8A
128.706231000000002,,0xC5,0x6D
128.707573999999994,,0x6D,0x65
128.708917000000014,,0xEA,0x5F
128.710198999999989,,0x78,0xEA
128.711479999999995,,0x0B,0x78
128.712761999999998,,0xBE,0x09
128.714044000000001,,0xA8,0xB8
128.715326000000005,,0x66,0x07
128.716607000000010,,0xC2,0x67
128.717889000000014,,0x6C,0x73
128.719170999999989,,0x77,0x68
128.720451999999995,,0xE5,0x82
128.721733999999998,,0x3F,0x68
128.723076999999989,,0x6C,0x1C
128.724420000000009,,0x18,0x67
128.725700999999987,,0x69,0x00
128.726982999999990,,0x36,0x66
128.728264999999993,,0x60,0xB2
128.729546999999997,,0xA6,0x54
128.730828000000002,,0x14,0x75
128.732110000000006,,0x0A,0x0F
128.733392000000009,,0x16,0x0A
128.734674000000012,,0x14,0x0F
128.735954999999990,,0x15,0x14
128.737298000000010,,0x01,0x55
128.738641000000001,,0x36,0x00
128.739923000000005,,0x00,0xF9
128.741204000000010,,0xED,0x00
128.742486000000014,,0x00,0x9E
128.743767999999989,,0xC0,0x00
128.745049999999992,,0x01,0x94
128.746330999999998,,0x95,0x00
128.747613000000001,,0x01,0xED
128.748895000000005,,0x37,0x01
128.750177000000008,,0x4A,0x0C
128.751458000000014,,0x01,0xB0
128.752801000000005,,0x38,0x00
128.754143999999997,,0x33,0x22
128.755426000000000,,0x00,0x00
128.756707000000006,,0x19,0x00
